name,accuracy,f1,precision,recall
Logistic Regression,0.9133489461358314,0.931098696461825,0.9208103130755064,0.9416195856873822
Random Forest,0.9882903981264637,0.9906015037593985,0.9887429643527205,0.992467043314501
